old_android_key,android_key,en_value,ios_key,ios_en_value,confidence,status,candidates,manual_target
about_debug_menu_app_name,,App name:%1$s,,,,TODO,,
about_debug_menu_build,,Build: %1$s,,,,TODO,,
about_description,,"Zodl is a Zcash-powered mobile wallet, built for unstoppable private payments.
        It’s optimized for storage and real-world use of shielded $ZEC—the truly private cryptocurrency.\n\nDeveloped by the team that set the industry standard for onchain privacy, the original developers of the Zcash protocol.",,,,TODO,,
about_overflow_menu_content_description,,More options,,,,TODO,,
about_button_privacy_policy,about_privacyPolicy,Privacy Policy,about.privacyPolicy,Privacy Policy,1.00,MIGRATED_P1,,
about_subtitle,about_title,Introducing Zodl,about.title,Introducing Zodl,1.00,TODO,1.00:about.title,
terms_of_use,about_termsOfUse,Terms of Service,about.termsOfUse,Terms of Service,1.00,MIGRATED_P1,,
about_title,about_title,About,about.title,Introducing Zodl,1.00,TODO,1.00:about.title,
about_unable_to_web_browser,,Unable to find a web browser app.,,,,TODO,,
address_book_multiple_wallets_contacts_title,accounts_addressBook_contacts,Address Book Contacts,accounts.addressBook.contacts,Address Book Contacts,1.00,MIGRATED_P1,,
address_book_multiple_wallets_title,accounts_addressBook_your,Your Wallets,accounts.addressBook.your,Your Wallets,1.00,MIGRATED_P1,,
keystone_wallet_name,accounts_keystone,Keystone,accounts.keystone,Keystone,1.00,MIGRATED_P2,,
receive_wallet_address_shielded_keystone,accounts_keystone_shieldedAddress,Zcash Shielded Address,accounts.keystone.shieldedAddress,Zcash Shielded Address,1.00,MIGRATED_P2,,
receive_wallet_address_transparent_keystone,accounts_keystone_transparentAddress,Zcash Transparent Address,accounts.keystone.transparentAddress,Zcash Transparent Address,1.00,MIGRATED_P2,,
send_confirmation_address_from,accounts_sendingFrom,Send from,accounts.sendingFrom,Send from,1.00,MIGRATED_P1,,
zashi_wallet_name,accounts_zashi,Zodl,accounts.zashi,Zodl,1.00,MIGRATED_P2,,
qr_code_wallet_address_shielded | receive_wallet_address_shielded,accounts_zashi_shieldedAddress,Zcash Shielded Address,accounts.zashi.shieldedAddress,Zcash Shielded Address,1.00,MIGRATED_P2,,
qr_code_wallet_address_transparent | receive_wallet_address_transparent,accounts_zashi_transparentAddress,Zcash Transparent Address,accounts.zashi.transparentAddress,Zcash Transparent Address,1.00,MIGRATED_P2,,
add_new_contact_title | address_book_add,addressBook_addNewContact,Add New Contact,addressBook.addNewContact,Add New Contact,1.00,MIGRATED_P2,,
delete_contact_confirmation_message,addressBook_alert_message,You are about to delete this contact. This cannot be undone.,addressBook.alert.message,You are about to delete this contact. This cannot be undone.,1.00,MIGRATED_P1,,
address_book_empty,addressBook_empty,Your address book is empty,addressBook.empty,Your address book is empty,1.00,MIGRATED_P1,,
contact_name_error_not_unique,addressBook_error_nameExists,This contact name is already in use. Please choose a different name.,addressBook.error.nameExists,This contact name is already in use. Please choose a different name.,1.00,MIGRATED_P1,,
contact_name_error_too_long,addressBook_error_nameLength,This contact name exceeds the 32-character limit. Please shorten the name.,addressBook.error.nameLength,This contact name exceeds the 32-character limit. Please shorten the name.,1.00,MIGRATED_P1,,
address_book_manual_btn,addressBook_manualEntry,Manual entry,addressBook.manualEntry,Manual Entry,1.00,MIGRATED_P1,,
contact_address_label,addressBook_newContact_address,Wallet Address,addressBook.newContact.address,Wallet Address,1.00,MIGRATED_P1,,
contact_address_hint,addressBook_newContact_addressPlaceholder,Enter Wallet Address…,addressBook.newContact.addressPlaceholder,Enter wallet address...,1.00,MIGRATED_P1,,
contact_name_label,addressBook_newContact_name,Contact Name,addressBook.newContact.name,Contact Name,1.00,MIGRATED_P1,,
contact_name_hint,addressBook_newContact_namePlaceholder,Enter contact name…,addressBook.newContact.namePlaceholder,Enter contact name...,1.00,MIGRATED_P1,,
address_book_scan_btn,addressBook_scanAddress,Scan QR code,addressBook.scanAddress,Scan QR code,1.00,MIGRATED_P1,,
address_book_select_recipient_title,addressBook_selectRecipient,Select recipient,addressBook.selectRecipient,Select recipient,1.00,MIGRATED_P1,,
address_book_title,addressBook_title,Address Book,addressBook.title,Address Book,1.00,MIGRATED_P2,,
qr_code_copy_btn,addressDetails_copyAddress,Copy Address,addressDetails.copyAddress,Copy Address,1.00,MIGRATED_P1,,
qr_code_share_btn,addressDetails_shareQR,Share QR Code,addressDetails.shareQR,Share QR Code,1.00,MIGRATED_P2,,
address_book_version,,Version %s,,,,TODO,,
advanced_settings_crash_reporting,,Crash Reporting,,,,TODO,,
amount_with_fiat_currency_symbol,,%1$s%2$s,,,,TODO,,
transaction_note_add_note,annotation_add,Add note,annotation.add,Add note,1.00,MIGRATED_P1,,
transaction_detail_add_a_note | transaction_note_add_note_title,annotation_addArticle,Add a note,annotation.addArticle,Add a note,1.00,MIGRATED_P2,,
transaction_note_delete_note,annotation_delete,Delete note,annotation.delete,Delete note,1.00,MIGRATED_P1,,
transaction_note_edit_note_title,annotation_edit,Edit a note,annotation.edit,Edit a note,1.00,MIGRATED_P1,,
transaction_note_save_note,annotation_save,Save note,annotation.save,Save note,1.00,MIGRATED_P1,,
transaction_detail_info_note,annotation_title,Note,annotation.title,Note,1.00,MIGRATED_P1,,
app_name,,zashi-ui,,,,TODO,,
authentication_error_details,,Error code: %1$d\nError message: %2$s,,,,TODO,,
authentication_error_text,,"Authentication failed for the following reason. Retry the authentication, or contact the support team for help.",,,,TODO,,
authentication_error_title,,Authentication error,,,,TODO,,
authentication_failed_text,,"Authentication was presented but not recognized. Retry authentication, or contact the support team for help.",,,,TODO,,
authentication_failed_title,,Authentication failed,,,,TODO,,
authentication_failed_welcome_icon_cont_desc,,Tap to unlock %1$s app,,,,TODO,,
authentication_failed_welcome_subtitle,,Tap the key icon to unlock it.,,,,TODO,,
authentication_system_ui_subtitle,,Use biometric or device credential to access %1$s.,,,,TODO,,
authentication_system_ui_title,,Authentication for %1$s,,,,TODO,,
authentication_toast_canceled,,Authentication canceled,,,,TODO,,
authentication_toast_failed,,Authentication failed,,,,TODO,,
authentication_use_case_adress_book,,Address Book feature,,,,TODO,,
authentication_use_case_delete_wallet,,Delete Wallet feature,,,,TODO,,
authentication_use_case_export_data,,Export Private Data feature,,,,TODO,,
authentication_use_case_seed_recovery,,Seed Recovery feature,,,,TODO,,
authentication_use_case_send_funds,,Send Funds feature,,,,TODO,,
authentication_use_case_tax_export,,Tax export,,,,TODO,,
authentication_use_case_vote_submission,,Vote submission,,,,TODO,,
authorize_vote_signed_badge,coinVote_delegationSigning_signedProgress,%1$d of %2$d signed,coinVote.delegationSigning.signedProgress,%@ of %@ signed,1.00,TODO,1.00:coinVote.delegationSigning.signedProgress,
authorize_vote_use_signed_bundles_only_subtitle,,Continue without the remaining %1$s,,,,TODO,,
authorize_vote_zec_awaiting,,%1$s awaiting,,,,TODO,,
authorize_vote_zec_signed,,%1$s signed,,,,TODO,,
swap_max_standalone,balance_availableTitle,Spendable:,balance.availableTitle,Spendable:,1.00,MIGRATED_P1,,
balance_widget_available,,Available Balance:,,,,TODO,,
general_dismiss,balances_dismiss,Dismiss,balances.dismiss,Dismiss,1.00,MIGRATED_P2,,
balance_action_title,balances_everythingDone,All your funds are shielded and spendable.,balances.everythingDone,All your funds are shielded and spendable.,1.00,MIGRATED_P1,,
balance_action_all_shielded,balances_infoPending,Pending receipt of change from a prior transaction.,balances.infoPending,Pending receipt of change from a prior transaction.,1.00,MIGRATED_P1,,
balance_action_syncing,balances_infoShielding,"Shield your transparent %1$s to make it spendable and private. Doing so will create a shielding in-wallet transaction, consolidating your transparent and shielded funds. (Typical fee: %2$s %3$s)",balances.infoShielding,"Shield your transparent ZEC to make it spendable and private. Doing so will create a shielding in-wallet transaction, consolidating your transparent and shielded funds. (Typical fee: %@)",1.00,MIGRATED_P1,,
balance_action_pending,balances_infoSyncing,Zodl is scanning the blockchain to make sure your balances are displayed correctly.,balances.infoSyncing,Zodl is scanning the blockchain to make sure your balances are displayed correctly.,1.00,MIGRATED_P1,,
balance_action_info_pending,balances_pending,Pending,balances.pending,Pending,1.00,MIGRATED_P2,,
balance_action_shield_message,balances_spendableBalance,Shielded (Spendable),balances.spendableBalance,Shielded (Spendable),1.00,MIGRATED_P1,,
home_message_crash_reporting_button,balances_spendableBalance_title,Spendable Balance,balances.spendableBalance.title,Spendable Balance,1.00,MIGRATED_P1,,
choose_server_custom_delimiter,,:,,,,TODO,,
choose_server_default_label,,default: %1$s,,,,TODO,,
choose_server_full_server_name,,"%1$s:
        %2$d",,,,TODO,,
choose_server_full_server_name_text_field,,%1$s:%2$d,,,,TODO,,
choose_server_save_success_dialog_text,,"The selected server endpoint has been
        successfully saved.",,,,TODO,,
choose_server_save_success_dialog_title,,Server saved,,,,TODO,,
choose_server_saving,,Saving selection,,,,TODO,,
choose_server_validation_dialog_error_text,,"Error: The attempt to switch endpoints failed.
        Check that the hostname and port are correct, and are formatted as <hostname>:<port>.",,,,TODO,,
choose_server_validation_dialog_error_title,,Invalid server endpoint,,,,TODO,,
vote_option_abstain,coinVote_common_abstain,Abstain,coinVote.common.abstain,Abstain,1.00,MIGRATED_P1,,
vote_proposal_detail_back,coinVote_common_back,Back,coinVote.common.back,Back,1.00,MIGRATED_P2,,
vote_chain_config_cancel,coinVote_common_cancel,Cancel,coinVote.common.cancel,Cancel,1.00,MIGRATED_P2,,
vote_close,coinVote_common_close,Close,coinVote.common.close,Close,1.00,MIGRATED_P2,,
vote_confirm_cta,coinVote_common_confirm,Confirm,coinVote.common.confirm,Confirm,1.00,MIGRATED_P2,,
vote_confirm_nav_confirmation,coinVote_common_confirmation,Confirmation,coinVote.common.confirmation,Confirmation,1.00,MIGRATED_P2,,
vote_continue,coinVote_common_continue,Continue,coinVote.common.continue,Continue,1.00,MIGRATED_P2,,
vote_dismiss,coinVote_common_dismiss,Dismiss,coinVote.common.dismiss,Dismiss,1.00,MIGRATED_P2,,
vote_done,coinVote_common_done,Done,coinVote.common.done,Done,1.00,MIGRATED_P2,,
vote_error_go_back | vote_proposal_detail_unanswered_go_back,coinVote_common_goBack,Go Back,coinVote.common.goBack,Go back,1.00,MIGRATED_P2,,
vote_poll_list_empty_got_it,coinVote_common_gotIt,Got it,coinVote.common.gotIt,Got it,1.00,MIGRATED_P2,,
vote_error_top_bar_title | vote_tallying_top_bar_title,coinVote_common_governanceTitle,Governance,coinVote.common.governanceTitle,Governance,1.00,MIGRATED_P2,,
vote_proposal_detail_next,coinVote_common_next,Next,coinVote.common.next,Next,1.00,MIGRATED_P2,,
vote_option_oppose,coinVote_common_oppose,Oppose,coinVote.common.oppose,Oppose,1.00,MIGRATED_P1,,
vote_poll_card_description_label | vote_poll_description_title,coinVote_common_pollDescription,Poll Description,coinVote.common.pollDescription,Poll Description,1.00,MIGRATED_P2,,
vote_poll_list_empty_refresh,coinVote_common_refresh,Refresh,coinVote.common.refresh,Refresh,1.00,MIGRATED_P2,,
authentication_error_button_retry | authentication_failed_button_retry | vote_retry,coinVote_common_retry,Retry,coinVote.common.retry,Retry,1.00,MIGRATED_P2,,
vote_proposal_detail_save,coinVote_common_save,Save,coinVote.common.save,Save,1.00,MIGRATED_P1,,
vote_top_bar_title,coinVote_common_screenTitle,Coinholder Polling,coinVote.common.screenTitle,Coinholder Polling,1.00,MIGRATED_P1,,
vote_confirm_nav_submission,coinVote_common_submission,Submission,coinVote.common.submission,Submission,1.00,MIGRATED_P1,,
vote_option_support,coinVote_common_support,Support,coinVote.common.support,Support,1.00,MIGRATED_P2,,
vote_try_again,coinVote_common_tryAgain,Try Again,coinVote.common.tryAgain,Try again,1.00,MIGRATED_P1,,
vote_proposal_list_view_less,coinVote_common_viewLess,View less,coinVote.common.viewLess,View less,1.00,MIGRATED_P1,,
vote_proposal_list_view_more,coinVote_common_viewMore,View more,coinVote.common.viewMore,View more,1.00,MIGRATED_P1,,
vote_poll_card_view_results,coinVote_common_viewResults,View Results,coinVote.common.viewResults,View results,1.00,MIGRATED_P2,,
vote_poll_card_status_voted,coinVote_common_voted,Voted,coinVote.common.voted,Voted,1.00,MIGRATED_P1,,
vote_proposal_list_voted,coinVote_common_votedDate,Voted %1$s,coinVote.common.votedDate,Voted %@,1.00,MIGRATED_P1,,
vote_results_voting_power,coinVote_common_votingPower,Voting Power %1$.3f ZEC,coinVote.common.votingPower,Voting Power %@ ZEC,1.00,MIGRATED_P1,,
vote_results_amount_zec,coinVote_common_zecValue,%1$.3f ZEC,coinVote.common.zecValue,%@ ZEC,1.00,MIGRATED_P1,,
vote_error_config_title,coinVote_configError_title,Wallet Update Required,coinVote.configError.title,Wallet Update Required,1.00,MIGRATED_P1,,
vote_chain_config_add_custom_source,coinVote_configSettings_addCustomSource,Add custom source,coinVote.configSettings.addCustomSource,Add custom source,1.00,MIGRATED_P2,,
vote_chain_config_default_name,coinVote_configSettings_bundledName,Coinholder Poll,coinVote.configSettings.bundledName,Coinholder Poll,1.00,MIGRATED_P1,,
vote_chain_config_default_badge,coinVote_configSettings_defaultBadge,Default,coinVote.configSettings.defaultBadge,Default,1.00,MIGRATED_P2,,
vote_chain_config_delete,coinVote_configSettings_delete,Delete,coinVote.configSettings.delete,Delete,1.00,MIGRATED_P2,,
vote_chain_config_edit,coinVote_configSettings_edit,Edit,coinVote.configSettings.edit,Edit,1.00,MIGRATED_P1,,
vote_chain_config_error_duplicate_custom,coinVote_configSettings_errorDuplicateUrl,This source URL is already added.,coinVote.configSettings.errorDuplicateUrl,This source URL is already added.,1.00,MIGRATED_P1,,
vote_chain_config_error_url_invalid,coinVote_configSettings_errorInvalidUrl,Please enter a valid URL (e.g. https://zodl.com/polls),coinVote.configSettings.errorInvalidUrl,Please enter a valid URL (e.g. https://zodl.com/polls),1.00,MIGRATED_P1,,
vote_chain_config_error_name_too_long,coinVote_configSettings_errorTitleTooLong,"Title must be 15 characters or less, including spaces.",coinVote.configSettings.errorTitleTooLong,"Title must be 15 characters or less, including spaces.",1.00,MIGRATED_P1,,
vote_chain_config_add_source_description,coinVote_configSettings_headerAddBody,Add a poll source that isn\'t listed by default. You\'ll need a valid chain URL from the provider hosting the poll.,coinVote.configSettings.headerAddBody,Add a poll source that isn't listed by default. You'll need a valid chain URL from the provider hosting the poll.,1.00,MIGRATED_P1,,
vote_chain_config_add_title,coinVote_configSettings_headerAddTitle,Add Custom Source,coinVote.configSettings.headerAddTitle,Add Custom Source,1.00,MIGRATED_P2,,
vote_chain_config_edit_source_description,coinVote_configSettings_headerEditBody,Update the title or URL for this custom poll source. You\'ll need a valid chain URL from the provider hosting the poll.,coinVote.configSettings.headerEditBody,Update the title or URL for this custom poll source. You'll need a valid chain URL from the provider hosting the poll.,1.00,MIGRATED_P1,,
vote_chain_config_edit_title,coinVote_configSettings_headerEditTitle,Edit Custom Source,coinVote.configSettings.headerEditTitle,Edit Custom Source,1.00,MIGRATED_P1,,
vote_chain_config_save,coinVote_configSettings_save,Save,coinVote.configSettings.save,Save,1.00,MIGRATED_P2,,
vote_chain_config_save_changes,coinVote_configSettings_saveChanges,Save changes,coinVote.configSettings.saveChanges,Save changes,1.00,MIGRATED_P2,,
vote_chain_config_title,coinVote_configSettings_screenTitle,Select Data Source,coinVote.configSettings.screenTitle,Select Data Source,1.00,MIGRATED_P1,,
vote_chain_config_intro_subtitle,coinVote_configSettings_sectionSubtitle,"Pick a poll source, or add your own.",coinVote.configSettings.sectionSubtitle,"Pick a poll source, or add your own.",1.00,MIGRATED_P1,,
vote_chain_config_intro_title,coinVote_configSettings_sectionTitle,Poll Data Source,coinVote.configSettings.sectionTitle,Poll Data Source,1.00,MIGRATED_P1,,
vote_chain_config_name_label,coinVote_configSettings_titleField,Title,coinVote.configSettings.titleField,Title,1.00,MIGRATED_P1,,
vote_chain_config_add_source_nav,coinVote_configSettings_toolbarAdd,Add Source,coinVote.configSettings.toolbarAdd,ADD SOURCE,1.00,MIGRATED_P1,,
vote_chain_config_edit_source_nav,coinVote_configSettings_toolbarEdit,Edit Source,coinVote.configSettings.toolbarEdit,EDIT SOURCE,1.00,MIGRATED_P1,,
vote_chain_config_url_label,coinVote_configSettings_urlField,URL,coinVote.configSettings.urlField,URL,1.00,MIGRATED_P1,,
vote_chain_config_url_placeholder,coinVote_configSettings_urlPlaceholder,Enter...,coinVote.configSettings.urlPlaceholder,Enter...,1.00,MIGRATED_P1,,
vote_error_authorization_failed_message,coinVote_confirmSubmission_authorizationFailedMessage,We couldn\'t authorize your vote. Check your connection and try again.,coinVote.confirmSubmission.authorizationFailedMessage,"We couldn't authorize your vote.
Check your connection and try again.",1.00,MIGRATED_P1,,
vote_confirm_title_auth_failed | vote_error_authorization_failed_title,coinVote_confirmSubmission_authorizationFailedTitle,Authorization Failed,coinVote.confirmSubmission.authorizationFailedTitle,Authorization Failed,1.00,MIGRATED_P2,,
vote_confirm_cta_keystone,coinVote_confirmSubmission_confirmWithKeystone,Confirm with Keystone,coinVote.confirmSubmission.confirmWithKeystone,Confirm with Keystone,1.00,MIGRATED_P2,,
vote_confirm_detail_memo,coinVote_confirmSubmission_detailMemo,Memo,coinVote.confirmSubmission.detailMemo,Memo,1.00,MIGRATED_P2,,
vote_confirm_detail_poll,coinVote_confirmSubmission_detailPoll,Poll,coinVote.confirmSubmission.detailPoll,Poll,1.00,MIGRATED_P1,,
vote_confirm_detail_hotkey,coinVote_confirmSubmission_detailVotingHotkey,Voting hotkey,coinVote.confirmSubmission.detailVotingHotkey,Voting hotkey,1.00,MIGRATED_P1,,
vote_confirm_detail_voting_power,coinVote_confirmSubmission_detailVotingPower,Voting power,coinVote.confirmSubmission.detailVotingPower,Voting power,1.00,MIGRATED_P1,,
vote_confirm_subtitle_completed,coinVote_confirmSubmission_headerSubtitleCompleted,Your vote was successfully published and cannot be changed.,coinVote.confirmSubmission.headerSubtitleCompleted,Your vote was successfully published and cannot be changed.,1.00,MIGRATED_P1,,
vote_confirm_subtitle_idle,coinVote_confirmSubmission_headerSubtitleIdle,Review before confirming the voting authorization. This is final. Your vote will be published and cannot be changed.,coinVote.confirmSubmission.headerSubtitleIdle,Review before confirming the voting authorization. This is final. Your vote will be published and cannot be changed.,1.00,MIGRATED_P1,,
vote_confirm_subtitle_idle_keystone,coinVote_confirmSubmission_headerSubtitleIdleKeystone,Review before signing the voting authorization with your Keystone. This is final. Your vote will be published and cannot be changed.,coinVote.confirmSubmission.headerSubtitleIdleKeystone,Review before signing the voting authorization with your Keystone. This is final. Your vote will be published and cannot be changed.,1.00,MIGRATED_P1,,
vote_confirm_subtitle_in_progress,coinVote_confirmSubmission_headerSubtitleSubmitting,"Vote submission is in progress, please don\'t leave this screen until it is finished.",coinVote.confirmSubmission.headerSubtitleSubmitting,"Vote submission is in progress, please don’t leave this screen until it is finished.",1.00,MIGRATED_P1,,
vote_confirm_title_submitting,coinVote_confirmSubmission_headerTitleCompleted,Submission Confirmed!,coinVote.confirmSubmission.headerTitleCompleted,Submission Confirmed!,1.00,MIGRATED_P1,,
vote_confirm_title_idle,coinVote_confirmSubmission_headerTitleIdle,Confirm & Submit,coinVote.confirmSubmission.headerTitleIdle,Confirm & Submit,1.00,MIGRATED_P2,,
vote_confirm_cta_authorizing,coinVote_confirmSubmission_progressAuthorizing,Authorizing...,coinVote.confirmSubmission.progressAuthorizing,Authorizing...,1.00,MIGRATED_P1,,
vote_confirm_status_submitting,coinVote_confirmSubmission_progressSubmittingVoteCount,Submitting vote %1$d of %2$d...,coinVote.confirmSubmission.progressSubmittingVoteCount,Submitting vote %@ of %@...,1.00,MIGRATED_P1,,
vote_confirm_error_submission,coinVote_confirmSubmission_submissionFailedMessage,Your vote couldn\'t be submitted. Check your connection and try again.,coinVote.confirmSubmission.submissionFailedMessage,"Your vote couldn't be submitted
Check your connection and try again.",1.00,MIGRATED_P1,,
vote_confirm_title_failed,coinVote_confirmSubmission_submissionFailedTitle,Submission Failed,coinVote.confirmSubmission.submissionFailedTitle,Submission Failed,1.00,MIGRATED_P1,,
vote_confirm_cta_sign_bundle,coinVote_delegationSigning_bundleProgress,Sign bundle %1$d/%2$d,coinVote.delegationSigning.bundleProgress,Sign bundle %@ of %@,1.00,MIGRATED_P1,,
authorize_vote_signature_n_of_m,coinVote_delegationSigning_currentBundleProgress,Signature %1$d of %2$d,coinVote.delegationSigning.currentBundleProgress,Signature %@ of %@,1.00,MIGRATED_P2,,
scan_keystone_voting_duplicate_signature,coinVote_delegationSigning_duplicateSignature,"That Keystone signature was already scanned for bundle %1$d of %2$d. Sign the current bundle on Keystone, then scan the new QR.",coinVote.delegationSigning.duplicateSignature,"That Keystone signature was already scanned for bundle %@ of %@. Sign the current bundle on Keystone, then scan the new QR.",1.00,MIGRATED_P2,,
sign_keystone_voting_subtitle,coinVote_delegationSigning_instruction,"After you have signed with Keystone, tap on the Scan Signature button below.",coinVote.delegationSigning.instruction,"After you have signed with Keystone, tap on the Scan Signature button below.",1.00,MIGRATED_P2,,
authorize_vote_memo_label,coinVote_delegationSigning_memo,Memo,coinVote.delegationSigning.memo,Memo,1.00,MIGRATED_P2,,
vote_confirm_memo_authorize,coinVote_delegationSigning_memoMessage,I am authorizing this hotkey managed by my wallet to vote on %1$s with %2$s.,coinVote.delegationSigning.memoMessage,I am authorizing this hotkey managed by my wallet to vote on %@ with %@ ZEC.,1.00,MIGRATED_P1,,
scan_keystone_info_transaction,coinVote_delegationSigning_scanInstructions,Scan Keystone QR code to sign the transaction,coinVote.delegationSigning.scanInstructions,"Scan Keystone QR code
to sign the transaction",1.00,MIGRATED_P1,,
sign_keystone_voting_scan_signature,coinVote_delegationSigning_scanSignature,Scan Signature,coinVote.delegationSigning.scanSignature,Scan signature,1.00,MIGRATED_P2,,
vote_poll_voted_count,coinVote_delegationSigning_signedProgress,%1$d of %2$d voted,coinVote.delegationSigning.signedProgress,%@ of %@ signed,1.00,MIGRATED_P1,,
authorize_vote_bar_title,coinVote_delegationSigning_title,Authorize Vote,coinVote.delegationSigning.title,Authorize Vote,1.00,MIGRATED_P2,,
authorize_vote_use_signed_bundles_only,coinVote_delegationSigning_useSignedBundlesOnly,Use signed bundles only,coinVote.delegationSigning.useSignedBundlesOnly,Use signed bundles only,1.00,MIGRATED_P2,,
scan_keystone_voting_wrong_signature,coinVote_delegationSigning_wrongSignature,"That signature is for a different bundle. Sign bundle %1$d of %2$d on Keystone, then scan the new QR.",coinVote.delegationSigning.wrongSignature,"That signature is for a different bundle. Sign bundle %@ of %@ on Keystone, then scan the new QR.",1.00,MIGRATED_P2,,
vote_error_mapper_insufficient_snapshot_balance,coinVote_delegation_insufficientSnapshotBalance,Your shielded balance at the snapshot (%1$s ZEC) is below the minimum required to vote (%2$s ZEC).,coinVote.delegation.insufficientSnapshotBalance,Your shielded balance at the snapshot (%@ ZEC) is below the minimum required to vote (%@ ZEC).,1.00,MIGRATED_P1,,
vote_error_voting_unavailable_title,coinVote_error_configUnavailableTitle,Voting unavailable,coinVote.error.configUnavailableTitle,Voting unavailable,1.00,MIGRATED_P1,,
vote_error_something_went_wrong,coinVote_error_title,Something went wrong,coinVote.error.title,Something Went Wrong,1.00,MIGRATED_P1,,
vote_how_to_vote_disclaimer,coinVote_howToVote_infoCard,Your balance at the snapshot time determines your voting weight. You don\'t need to move your funds anywhere.,coinVote.howToVote.infoCard,Your balance at the snapshot time determines your voting weight. You don't need to move your funds anywhere.,1.00,MIGRATED_P1,,
vote_how_to_vote_step2_description,coinVote_howToVote_stepAuthorizeBody,"When you\'re ready, you\'ll confirm a small authorization transaction and submit your vote in one step. After submission, your vote cannot be changed.",coinVote.howToVote.stepAuthorizeBody,"When you're ready, you'll confirm a small authorization transaction and submit your vote in one step. After submission, your vote cannot be changed.",1.00,MIGRATED_P1,,
vote_how_to_vote_step2_title,coinVote_howToVote_stepAuthorizeTitle,Authorize and Submit,coinVote.howToVote.stepAuthorizeTitle,Authorize and Submit,1.00,MIGRATED_P1,,
vote_how_to_vote_step1_description,coinVote_howToVote_stepVotingBody,Vote on each question by selecting an answer. You can skip questions and update your choices anytime before submitting.,coinVote.howToVote.stepVotingBody,Vote on each question by selecting an answer. You can skip questions and update your choices anytime before submitting.,1.00,MIGRATED_P1,,
vote_how_to_vote_step1_title,coinVote_howToVote_stepVotingTitle,Voting on Proposals,coinVote.howToVote.stepVotingTitle,Voting on Proposals,1.00,MIGRATED_P1,,
vote_how_to_vote_subtitle,coinVote_howToVote_subtitle,Your ZEC gives you a voice. Shape the future of the Zcash network by voting on active proposals.,coinVote.howToVote.subtitle,Your ZEC gives you a voice. Shape the future of the Zcash network by voting on active proposals.,1.00,MIGRATED_P1,,
vote_how_to_vote_title,coinVote_howToVote_titleZodl,How to vote with %1$s,coinVote.howToVote.titleZodl,How to vote with Zodl,1.00,MIGRATED_P1,,
vote_ineligible_no_notes,coinVote_ineligible_noNotesMessage,Your wallet has no shielded notes from before the snapshot block. Only funds that existed at block #%@ are eligible for this voting round.,coinVote.ineligible.noNotesMessage,Your wallet has no shielded notes from before the snapshot block. Only funds that existed at block #%@ are eligible for this voting round.,1.00,MIGRATED_P1,,
vote_ineligible_title,coinVote_ineligible_titleNoVote,Not Eligible for This Round,coinVote.ineligible.titleNoVote,You can't vote in this round,1.00,MIGRATED_P1,,
vote_poll_ended_message,coinVote_pollClosedSheet_message,"The voting period has ended.
Your vote can no longer be submitted.",coinVote.pollClosedSheet.message,"The voting period has ended.
Your vote can no longer be submitted.",1.00,MIGRATED_P1,,
vote_poll_ended_title,coinVote_pollClosedSheet_title,Poll Closed,coinVote.pollClosedSheet.title,Poll Closed,1.00,MIGRATED_P1,,
vote_poll_card_trust_zodl,coinVote_pollsList_approvedByZodl,Approved by Zodl,coinVote.pollsList.approvedByZodl,Approved by Zodl,1.00,MIGRATED_P1,,
vote_chain_config_settings_content_description,coinVote_pollsList_chainConfigAccessibility,Voting chain config,coinVote.pollsList.chainConfigAccessibility,Voting chain config,1.00,MIGRATED_P1,,
vote_poll_card_closed,coinVote_pollsList_dateClosed,Closed %1$s,coinVote.pollsList.dateClosed,Closed %@,1.00,MIGRATED_P1,,
vote_poll_card_closes,coinVote_pollsList_dateCloses,Closes %1$s,coinVote.pollsList.dateCloses,Closes %@,1.00,MIGRATED_P1,,
vote_poll_list_empty_subtitle,coinVote_pollsList_emptyMessage,There aren\'t any active polls at the moment. Check back later.,coinVote.pollsList.emptyMessage,"There aren’t any active polls at the moment.
Check back later.",1.00,MIGRATED_P1,,
vote_poll_list_empty_title,coinVote_pollsList_emptyTitle,No Polls Right Now,coinVote.pollsList.emptyTitle,No polls right now,1.00,MIGRATED_P1,,
vote_poll_card_enter,coinVote_pollsList_enterPoll,Enter Poll,coinVote.pollsList.enterPoll,Enter Poll,1.00,MIGRATED_P1,,
vote_error_unable_to_load_polls_title,coinVote_pollsList_loadErrorTitle,Couldn\'t load polls,coinVote.pollsList.loadErrorTitle,Couldn't load polls,1.00,MIGRATED_P1,,
vote_poll_card_status_active,coinVote_pollsList_statusActive,Active,coinVote.pollsList.statusActive,Active,1.00,MIGRATED_P2,,
vote_poll_card_status_closed,coinVote_pollsList_statusClosed,Closed,coinVote.pollsList.statusClosed,Closed,1.00,MIGRATED_P1,,
vote_proceed_anyway,coinVote_pollsList_unverifiedSheetProceed,Proceed anyway,coinVote.pollsList.unverifiedSheetProceed,Proceed anyway,1.00,MIGRATED_P1,,
vote_poll_card_trust_unverified,coinVote_pollsList_unverifiedSheetTitle,Unverified Poll,coinVote.pollsList.unverifiedSheetTitle,Unverified Poll,1.00,MIGRATED_P1,,
vote_proposal_position,coinVote_proposalDetail_position,%1$d OF %2$d,coinVote.proposalDetail.position,%@ OF %@,1.00,MIGRATED_P1,,
